ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Haloferax denitrificans,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,2,0,1,0,1
Haloferax elongans,1,1,0,0,1,1,0,2,5,0,0,5,2,6,4,0,1,18,0,4,5,3
Haloferax gibbonsii,2,2,0,1,0,2,0,0,1,3,0,3,1,0,0,2,0,4,1,5,1,0
Haloferax larsenii,2,3,0,0,2,7,2,0,5,1,2,3,3,0,2,0,10,14,0,4,1,2
Haloferax lucentense,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Haloferax massiliensis,0,2,0,1,1,2,0,0,4,1,0,0,0,0,4,0,0,0,1,0,0,0
Haloferax mediterranei,6,1,2,1,7,22,2,1,17,1,4,0,2,3,1,1,2,20,0,6,0,0
Haloferax mucosum,1,2,1,3,0,2,1,1,5,1,3,2,0,0,0,11,4,9,4,4,0,1
Haloferax prahovense,0,1,0,0,1,4,1,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0
Haloferax sp. ATB1,0,0,0,0,0,7,0,0,6,0,0,1,0,1,2,0,3,9,0,2,0,3
Haloferax sp. BAB2207,1,0,0,0,0,1,0,0,3,0,1,0,0,1,2,0,0,1,0,1,1,0
Haloferax sp. Q22,1,3,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,6,0,0,0,0
Haloferax sp. SB29,2,5,0,2,3,18,1,0,8,3,18,0,1,0,0,0,0,21,2,9,1,0
Haloferax sp. SB3,0,5,1,0,0,5,0,0,3,0,2,0,0,0,0,0,0,4,0,8,0,0
Haloferax sulfurifontis,5,1,0,0,0,3,0,1,2,4,1,1,0,0,0,0,7,8,2,1,0,0
Haloferax volcanii,0,2,0,1,0,6,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0
uncultured Haloferax sp.,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Halogeometricum borinquense,0,3,3,0,2,4,4,0,9,0,5,0,0,7,5,0,7,19,5,8,1,2
Halogeometricum limi,0,10,0,2,3,6,1,0,13,3,6,1,0,2,6,3,3,24,2,8,0,1
Halogeometricum pallidum,12,6,2,2,2,24,1,2,17,3,13,3,2,1,2,1,6,46,6,10,16,4
Halogeometricum rufum,1,5,0,1,4,11,2,8,4,4,0,15,2,1,5,1,4,26,6,8,0,4
Halogranum amylolyticum,1,4,1,3,1,18,7,7,17,2,4,5,1,1,2,1,6,34,4,11,2,6
Halogranum gelatinilyticum,4,4,1,3,3,16,2,0,16,1,6,2,3,0,1,2,0,27,0,7,2,0
Halogranum rubrum,0,1,0,0,1,10,0,0,7,1,2,0,0,1,1,0,1,7,1,1,1,1
Halogranum salarium,1,4,1,2,0,2,0,0,4,2,3,0,1,0,4,1,2,21,1,3,0,5
Halopelagius inordinatus,1,6,6,1,1,7,2,0,7,0,8,2,1,0,2,1,6,30,0,3,3,2
Halopelagius longus,0,3,1,1,2,5,1,1,14,2,10,1,2,2,3,1,5,32,1,3,4,3
Haloplanus natans,5,11,1,9,12,16,2,1,8,4,31,2,3,6,9,2,11,41,16,24,2,3
Haloplanus vescus,2,2,0,3,0,3,2,3,24,4,11,2,2,3,2,3,5,23,1,4,1,2
Haloprofundus marisrubri,0,13,3,0,8,17,2,5,8,5,7,0,5,1,6,1,14,30,4,16,2,6
Haloquadratum sp. J07HQX50,0,0,2,0,4,13,0,5,9,2,9,1,3,2,1,3,1,13,1,6,0,1
Haloquadratum walsbyi,1,5,5,4,3,27,2,2,15,2,10,2,0,8,8,0,13,34,4,7,1,6
Halobaculum gomorrense,4,5,3,2,3,20,2,8,10,0,3,0,1,1,1,2,5,23,0,10,0,3
Halohasta litchfieldiae,3,9,2,9,1,15,4,2,21,8,1,1,3,1,5,3,4,22,2,14,3,4
Halolamina pelagica,5,4,6,1,3,34,1,5,23,3,6,5,6,4,5,2,6,51,7,17,1,5
Halolamina rubra,2,2,0,2,1,6,1,2,16,1,0,1,1,0,2,1,4,16,0,4,0,2
Halolamina sediminis,37,109,45,54,122,134,20,20,85,65,95,43,15,19,38,49,26,222,29,224,13,108
Halolamina sp. CBA1230,2,0,4,2,0,17,0,1,9,1,0,0,2,2,2,0,0,47,7,2,0,2
Halonotius sp. J07HN4,1,2,0,4,0,7,1,3,5,1,3,0,1,0,0,0,1,19,0,5,0,0
Halonotius sp. J07HN6,0,0,0,1,0,5,0,2,1,0,0,1,0,0,0,0,0,4,0,2,0,0
Halopenitus malekzadehii,2,1,3,0,1,7,1,1,7,0,11,4,1,2,3,1,3,16,0,6,4,1
Halopenitus persicus,0,2,0,1,0,15,2,1,0,0,7,0,1,0,0,0,0,6,0,1,0,1
Halopenitus sp. DYS4,3,5,0,0,4,22,0,4,8,0,3,0,3,1,1,1,2,21,1,5,0,2
Halorubrum aidingense,0,3,0,1,5,56,1,1,14,0,5,3,0,3,0,4,3,25,0,5,6,1
Halorubrum arcis,2,2,0,1,0,2,0,1,2,0,0,0,0,1,1,0,0,10,0,2,2,1
Halorubrum californiense,3,3,0,0,6,5,0,1,3,7,2,3,1,5,4,4,4,12,5,5,1,2
Halorubrum coriense,2,0,0,1,0,2,3,4,8,2,7,1,0,0,0,2,0,11,0,3,0,0
Halorubrum distributum,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0
Halorubrum ezzemoulense,2,5,0,0,2,7,1,1,5,2,0,0,1,1,0,0,1,11,3,2,0,4
Halorubrum halophilum,2,5,0,0,6,6,0,5,3,9,1,2,2,12,0,2,13,6,0,2,1,2
Halorubrum hochstenium,0,0,0,3,0,3,0,0,1,0,3,0,0,0,1,0,0,7,0,2,0,0
Halorubrum kocurii,0,1,5,0,0,11,0,0,2,2,4,1,0,1,4,2,2,16,0,6,0,3
Halorubrum lacusprofundi,0,2,0,0,2,13,0,2,4,0,1,0,0,1,2,1,0,7,0,2,0,0
Halorubrum lipolyticum,3,1,1,2,1,12,0,0,5,1,7,0,0,0,0,1,1,22,1,2,0,0
Halorubrum litoreum,0,2,0,0,1,1,0,0,7,0,1,0,0,1,0,0,0,2,0,1,0,1
Halorubrum saccharovorum,2,0,1,2,4,12,0,1,5,0,4,2,5,1,3,2,1,11,0,2,1,0
Halorubrum sodomense,2,0,0,3,0,4,0,0,0,0,2,0,0,1,2,0,2,12,0,1,0,0
Halorubrum sp. AJ67,0,3,1,0,3,6,0,0,4,2,3,0,2,1,1,0,2,5,3,4,0,1
Halorubrum sp. BV1,1,0,1,5,6,13,0,2,9,0,1,1,2,2,0,0,5,28,5,5,4,3
Halorubrum sp. J07HR59,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,1
Halorubrum sp. SAH-A6,5,2,1,4,0,16,2,4,17,0,18,0,5,2,3,3,1,38,1,9,0,5
Halorubrum sp. T3,0,3,0,2,0,7,0,0,4,1,0,5,0,0,0,0,2,11,0,1,0,0
Halorubrum sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Halorubrum tebenquichense,2,0,0,2,0,5,0,0,8,1,3,3,0,0,0,0,1,3,0,3,0,2
Halorubrum terrestre,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1
Halorubrum tropicale,0,2,2,2,0,9,2,0,11,0,1,1,3,3,0,1,4,4,0,2,1,5
Halobiforma haloterrestris,1,2,2,1,2,1,1,1,4,1,3,0,1,4,0,0,2,19,0,7,0,4
Halobiforma lacisalsi,1,2,0,0,0,1,2,0,4,0,1,1,2,0,0,3,1,11,0,9,0,0
Halobiforma nitratireducens,1,0,1,0,3,13,0,3,2,0,4,1,2,3,7,1,1,13,1,8,3,0
Halopiger djelfimassiliensis,2,3,0,0,3,14,1,0,14,0,7,0,1,1,1,0,1,11,2,5,0,3
Halopiger goleimassiliensis,1,2,3,2,0,7,1,0,12,0,3,0,0,1,1,0,3,19,4,8,0,6
Halopiger salifodinae,0,6,3,4,7,12,5,0,10,1,2,3,1,3,2,0,2,21,2,6,1,3
Halopiger xanaduensis,0,3,1,3,2,13,0,5,13,1,5,0,2,0,3,4,2,35,2,9,3,4
Halostagnicola kamekurae,1,0,0,0,2,5,0,0,3,2,0,1,2,0,1,0,2,23,0,2,0,1
Halostagnicola larsenii,0,3,1,1,1,6,0,0,6,0,8,1,4,1,0,1,7,24,2,8,1,0
Halostagnicola sp. A56,2,0,0,1,1,1,1,1,6,2,0,1,0,0,0,2,0,7,2,4,0,0
Haloterrigena daqingensis,0,1,3,2,0,3,0,1,7,1,0,0,1,0,0,0,1,8,0,3,2,5
Haloterrigena hispanica,3,3,0,1,0,1,0,2,9,1,0,0,0,1,4,1,0,9,1,2,0,1
Haloterrigena jeotgali,0,3,0,0,0,1,0,1,1,0,6,0,0,0,1,0,0,3,1,6,0,0
Haloterrigena limicola,1,0,2,4,0,6,0,1,2,1,1,0,0,0,0,0,0,10,1,3,0,1
Haloterrigena mahii,0,0,0,0,0,1,1,0,8,1,1,0,2,0,0,0,2,6,0,1,0,0
Haloterrigena saccharevitans,1,6,0,3,1,4,3,0,9,2,3,0,3,0,0,0,1,10,0,4,0,3
Haloterrigena salina,2,6,7,0,1,11,0,1,11,0,3,0,0,3,1,1,0,19,2,5,1,2
Haloterrigena thermotolerans,0,3,0,0,0,0,0,0,3,0,0,0,2,0,3,3,0,4,0,0,0,1
Haloterrigena turkmenica,2,5,4,7,2,7,1,1,12,4,5,0,4,1,1,1,1,23,1,3,0,1
uncultured Haloterrigena sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Halovivax asiaticus,2,1,0,1,4,5,0,0,8,1,3,2,0,0,0,0,0,15,2,1,1,2
Halovivax ruber,0,4,0,0,6,4,0,3,3,2,3,0,2,1,2,0,1,9,0,2,0,1
Natrialba aegyptia,2,0,3,2,1,2,0,1,1,0,2,0,1,0,3,0,3,10,0,3,0,0
Natrialba asiatica,1,1,1,0,2,5,2,0,3,0,3,0,0,0,0,2,1,11,0,8,0,3
Natrialba chahannaoensis,0,4,0,0,1,6,0,1,5,0,0,0,1,4,0,0,1,10,5,3,0,3
Natrialba hulunbeirensis,1,0,3,1,0,5,0,0,0,0,2,0,3,0,0,0,1,2,1,0,0,0
Natrialba magadii,0,4,0,0,0,6,0,0,3,0,5,1,0,0,1,0,1,7,0,6,1,0
Natrialba sp. SSL1,2,1,0,0,0,2,0,0,7,0,2,0,0,0,1,0,3,8,0,1,2,0
Natrialba taiwanensis,0,3,0,0,0,2,2,0,3,0,4,0,0,2,1,0,0,11,0,3,1,4
Natrinema altunense,0,2,0,0,0,4,1,1,3,0,8,0,0,0,0,1,0,6,0,5,0,1
Natrinema gari,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1
Natrinema pallidum,2,5,1,5,6,7,0,2,5,5,2,3,2,5,2,3,8,6,2,2,2,2
Natrinema pellirubrum,1,2,0,0,2,4,0,0,7,1,0,0,1,0,0,0,1,9,0,0,0,0
Natrinema salaciae,0,2,4,0,3,14,1,0,5,1,8,1,5,0,1,0,0,22,0,5,0,3
Natrinema sp. J7-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Natrinema sp. J7-2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0
Natrinema versiforme,5,3,5,5,6,6,0,0,9,4,25,1,3,1,10,1,0,10,3,14,1,5
Natronobacterium gregoryi,0,0,6,2,0,8,0,0,14,0,8,0,0,0,0,0,2,16,1,6,1,7
Natronobacterium texcoconense,1,5,1,2,0,5,0,2,3,0,6,0,1,1,2,1,8,18,2,1,0,1
Natronococcus amylolyticus,0,2,1,1,0,8,1,1,13,3,5,6,0,0,2,2,0,27,1,12,2,5
Natronococcus jeotgali,5,2,1,1,0,9,1,8,12,0,4,14,3,2,0,1,2,13,2,7,2,1
Natronococcus occultus,2,3,2,1,2,1,0,0,12,3,3,0,1,1,0,4,3,20,0,3,7,4
Natronolimnobius innermongolicus,3,2,0,1,1,13,3,0,12,2,1,0,0,0,2,0,4,18,0,12,0,1
Natronorubrum bangense,1,3,0,6,4,11,1,2,3,5,6,0,4,1,3,0,0,27,0,3,1,4
Natronorubrum sediminis,1,0,1,0,3,8,0,0,3,1,2,0,5,0,4,4,2,9,3,2,0,2
Natronorubrum sulfidifaciens,0,1,1,0,1,2,0,0,3,0,0,1,2,0,1,0,2,8,1,0,0,3
Natronorubrum texcoconense,1,2,1,2,0,7,0,1,11,0,2,1,0,0,1,0,1,26,0,4,0,1
Natronorubrum thiooxidans,2,1,2,0,3,16,0,0,6,1,10,3,1,0,2,0,0,10,1,2,0,2
Natronorubrum tibetense,8,3,8,0,0,7,20,3,5,0,4,3,6,0,4,1,3,22,0,7,1,5
Salinarchaeum sp. Harcht-Bsk1,5,10,0,1,0,17,0,2,14,3,6,0,4,2,4,0,3,36,7,16,2,11
Methanobacterium arcticum,3,0,0,2,2,1,0,0,0,1,0,0,3,1,1,0,3,1,2,0,0,0
Methanobacterium congolense,5,7,4,12,4,39,1,2,45,7,7,3,9,6,6,2,21,34,7,22,9,11
Methanobacterium formicicum,22,8,7,24,16,81,10,3,33,20,17,14,15,11,23,25,44,26,22,25,3,9
Methanobacterium lacus,15,13,9,6,5,37,4,4,26,10,27,7,12,4,8,4,21,59,10,38,9,8
Methanobacterium paludis,17,8,6,9,10,25,2,2,40,8,13,2,12,14,11,4,21,29,12,13,3,10
Methanobacterium sp. 42_16,1,0,0,0,0,2,1,0,2,3,1,0,0,0,0,0,3,1,0,1,0,0
Methanobacterium sp. A39,4,5,7,4,3,19,1,20,18,7,28,0,14,1,2,10,18,24,8,17,1,6
Methanobacterium sp. MB1,7,7,5,10,1,14,6,8,12,10,3,8,9,9,5,10,15,22,18,13,10,11
Methanobacterium sp. Maddingley MBC34,8,9,0,5,5,19,9,0,22,14,17,0,14,2,10,0,5,45,10,17,3,12
Methanobacterium sp. SMA-27,11,8,12,14,14,27,3,3,47,11,26,3,19,2,8,9,14,41,20,19,6,6
Methanobrevibacter arboriphilus,11,10,1,16,20,26,7,15,26,14,11,5,15,6,13,13,23,41,31,24,6,8
Methanobrevibacter boviskoreani,0,0,0,5,2,6,0,1,1,0,0,0,2,1,2,2,1,1,1,1,1,1
Methanobrevibacter curvatus,21,8,3,14,8,40,2,1,14,8,7,10,6,15,9,21,18,25,13,16,4,7
Methanobrevibacter cuticularis,4,4,3,15,7,24,7,2,16,4,7,7,8,1,9,3,22,18,9,11,4,11
Methanobrevibacter filiformis,7,8,6,14,13,23,1,5,19,12,11,8,12,5,3,14,21,21,8,19,5,9
Methanobrevibacter gottschalkii,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0,3,1,0
Methanobrevibacter millerae,14,6,3,33,17,40,7,5,23,27,20,5,14,14,8,16,21,12,10,15,7,10
Methanobrevibacter olleyae,5,10,1,10,13,19,6,1,16,15,11,7,14,12,7,5,23,16,8,17,3,5
Methanobrevibacter oralis,9,6,1,9,11,13,3,5,9,13,16,2,15,13,7,25,13,12,15,8,7,4
Methanobrevibacter ruminantium,14,17,2,23,13,17,2,8,30,10,18,6,23,10,6,15,25,79,15,13,14,11
Methanobrevibacter smithii CAG:186,3,0,0,2,0,1,1,2,1,1,2,3,0,2,0,0,5,1,4,1,2,1
Methanobrevibacter smithii,17,6,2,28,23,17,15,14,5,25,14,52,25,24,17,15,46,17,100,13,20,18
Methanobrevibacter sp. A27,0,2,0,4,0,2,0,0,0,7,2,1,1,1,3,2,0,2,1,0,0,3
Methanobrevibacter sp. AbM4,2,1,1,3,0,0,4,1,7,4,0,2,2,1,1,0,7,1,3,0,3,5
Methanobrevibacter sp. YE315,5,6,1,17,9,13,3,2,14,6,9,4,5,3,2,7,7,21,9,12,6,9
Methanobrevibacter wolinii,7,2,3,9,4,21,8,2,11,5,6,3,10,6,0,12,19,15,10,11,5,1
uncultured Methanobrevibacter sp.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Methanosphaera sp. WGK6,9,9,0,20,9,14,1,5,18,14,6,0,13,4,5,14,18,17,10,18,1,9
Methanosphaera stadtmanae,0,0,1,0,0,4,0,3,3,0,3,2,0,1,2,0,1,3,1,1,1,2
Methanothermobacter marburgensis,5,3,1,4,1,5,1,2,20,1,1,0,3,0,16,1,13,7,21,9,4,3
Methanothermobacter sp. CaT2,0,1,0,0,2,3,0,0,5,0,1,0,0,0,1,1,6,2,0,9,1,0
Methanothermobacter sp. MT-2,4,1,4,4,2,18,6,0,28,6,6,2,7,0,6,4,2,28,5,10,3,1
Methanothermobacter thermautotrophicus,11,2,1,9,4,6,1,2,2,10,1,3,2,6,5,5,12,7,5,9,3,6
Methanothermobacter wolfeii,3,3,2,4,6,18,3,0,17,3,14,7,4,3,3,1,15,29,2,16,1,1
Methanobacteriaceae archaeon 41_258,1,5,1,4,6,19,0,2,18,7,5,0,8,2,0,1,2,19,0,6,1,5
Methanothermus fervidus,8,3,3,12,6,24,2,0,21,9,3,2,3,6,5,19,9,43,14,10,0,3
Methanocaldococcus bathoardescens,4,10,2,4,4,68,4,7,11,3,1,7,5,12,5,2,13,38,9,7,2,4
Methanocaldococcus fervens,0,1,2,1,1,11,0,0,8,2,3,0,1,4,2,1,1,9,1,5,2,2
Methanocaldococcus infernus,8,1,0,5,20,26,6,0,24,2,5,0,5,1,2,2,5,25,1,18,0,0
Methanocaldococcus jannaschii,3,2,1,1,2,17,2,2,7,0,8,0,1,1,7,4,2,9,3,5,1,1
Methanocaldococcus sp. FS406-22,0,11,5,3,2,18,1,1,20,2,5,1,1,3,6,0,5,8,1,2,2,3
Methanocaldococcus villosus,5,7,5,3,5,20,1,1,21,3,6,1,0,3,4,3,10,14,4,16,0,2
Methanocaldococcus vulcanius,3,0,4,3,14,17,1,0,22,5,11,0,2,4,0,2,5,23,3,4,2,3
Methanotorris formicicus,3,9,5,4,2,19,1,0,31,0,5,4,3,5,5,1,5,24,3,8,1,2
Methanotorris igneus,5,6,0,9,1,13,2,1,14,3,3,3,2,1,4,4,2,22,7,6,0,2
Methanococcus aeolicus,12,5,0,7,2,19,3,1,25,5,6,4,5,0,6,6,20,24,16,20,0,5
Methanococcus maripaludis,29,22,13,42,58,87,16,11,77,39,47,17,45,18,36,35,45,54,33,45,9,18
Methanococcus vannielii,16,9,2,16,23,36,2,14,19,25,8,13,20,20,15,12,83,23,16,15,3,5
Methanococcus voltae,25,10,2,13,19,25,3,10,22,11,12,5,13,19,10,23,27,11,15,22,4,0
Methanothermococcus okinawensis,6,5,0,13,5,35,0,3,16,12,5,4,3,5,6,4,9,28,4,7,2,0
Methanothermococcus thermolithotrophicus,9,7,6,12,4,33,1,7,21,3,4,6,8,9,5,7,10,38,9,12,0,6
Methanocella arvoryzae,25,11,9,12,14,46,8,3,52,5,30,14,24,5,15,17,47,82,15,46,6,9
Methanocella conradii,12,7,4,8,9,50,2,4,58,15,9,15,27,5,4,7,26,57,8,21,3,9
Methanocella paludicola,24,14,4,7,6,52,9,6,51,12,11,5,22,6,20,12,24,90,7,20,7,7
uncultured Methanocella sp.,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
Methanocalculus chunghsingensis,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanocalculus sp. 52_23,5,5,5,1,1,10,0,3,11,4,2,0,5,1,3,4,7,28,0,5,1,0
Methanocorpusculum bavaricum,120,392,476,1039,229,35,30,41,65,479,321,2,1178,18,104,336,75,25,69,939,8,199
Methanocorpusculum labreanum,72,124,144,208,73,33,12,12,50,118,74,2,963,11,89,81,75,28,66,336,11,53
Methanoculleus bourgensis,20,18,36,15,16,16,3,6,20,20,24,1,13,6,12,17,23,30,2,49,6,8
Methanoculleus chikugoensis,24,12,23,9,12,23,5,3,30,11,20,3,15,8,11,8,54,40,4,59,1,7
Methanoculleus horonobensis,8,8,19,11,4,22,2,3,10,17,5,5,15,14,9,6,26,39,1,35,5,10
Methanoculleus marisnigri,22,24,21,30,17,28,21,9,30,60,27,15,31,20,16,20,71,61,14,71,8,12
Methanoculleus sediminis,14,4,5,16,3,12,1,2,20,5,11,2,14,7,1,7,33,24,10,24,3,8
Methanoculleus sp. CAG:1088,1,0,2,8,1,2,0,1,3,2,1,0,2,2,1,6,7,3,1,4,2,7
Methanoculleus sp. MAB1,6,9,22,10,4,22,3,2,43,9,18,4,6,4,4,4,19,29,6,39,3,10
Methanoculleus sp. MH98A,12,9,8,6,4,11,3,2,7,6,3,6,15,1,0,2,7,20,3,17,0,1
Methanoculleus sp. SDB,26,31,7,40,20,23,9,10,49,42,21,6,49,13,13,14,53,93,21,76,4,19
Methanoculleus thermophilus,22,13,21,21,6,29,9,3,25,18,13,8,16,9,0,3,45,35,13,53,3,15
Methanofollis ethanolicus,31,41,23,22,18,53,15,12,49,49,25,12,51,30,25,20,120,87,28,80,8,12
Methanofollis liminatans,50,39,14,39,16,70,14,17,32,19,19,13,55,15,21,25,110,96,24,68,8,15
Methanogenium cariaci,16,22,11,41,30,25,8,8,21,51,22,5,23,10,12,41,32,28,11,72,4,20
Methanolacinia paynteri,17,7,2,17,22,17,13,1,14,9,8,5,31,6,17,6,49,35,28,41,6,9
Methanolacinia petrolearia,12,19,5,20,19,32,8,8,37,14,23,9,25,15,12,12,79,39,12,49,15,4
Methanomicrobium mobile,18,20,12,17,33,39,9,8,11,25,32,3,37,25,11,26,48,25,11,53,11,13
Methanoplanus limicola,52,58,36,68,49,69,30,12,52,56,73,18,51,55,37,37,135,82,33,112,15,21
Methanolinea sp. SDB,50,52,10,150,52,37,16,6,41,188,124,6,54,18,17,46,115,65,11,102,5,114
Methanolinea tarda,67,38,16,24,45,55,21,21,42,37,32,23,81,39,38,18,139,94,37,86,17,25
Methanoregula boonei,324,330,270,114,55,69,50,85,69,73,115,25,477,56,109,76,2747,911,64,926,29,64
Methanoregula formicica,773,329,212,259,99,97,82,80,120,129,221,27,620,56,245,96,909,584,175,1028,24,94
Methanosphaerula palustris,114,70,23,38,30,59,33,19,64,33,38,39,134,38,53,29,264,206,63,135,33,36
Methanospirillum hungatei,1139,268,170,449,95,113,886,239,104,317,143,495,1360,1705,139,208,2832,301,362,427,453,188
Methanospirillum lacunae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Methanomicrobiales archaeon 53_19,12,17,3,11,10,20,3,9,12,13,14,6,19,9,6,9,36,30,4,21,3,3
methanogenic archaeon mixed culture ISO4-G1,41,60,29,130,28,22,3,31,15,74,129,6,193,22,55,38,81,41,25,87,14,38
Candidatus Methanoperedens nitroreducens,13,30,9,41,20,3018,15,18,1688,18,44,19,14,5,12,18,30,178,21,70,5,19
Candidatus Methanoperedens sp. BLZ1,26,35,7,31,15,3013,6,12,1583,51,29,20,24,17,31,41,41,195,63,68,7,28
Methanosaeta concilii,67,109,46,197,34,130,115,51,79,143,325,78,182,62,24,54,301,146,60,592,44,98
Methanosaeta harundinacea,30,28,13,25,22,106,12,10,99,20,39,12,37,14,5,16,44,131,13,72,9,23
Methanosaeta sp. SDB,4,4,1,11,3,26,1,0,16,7,5,4,3,0,3,2,3,26,7,12,2,2
Methanosaeta thermophila,13,16,4,19,11,61,3,6,39,11,13,5,22,13,8,5,28,68,7,42,3,5
uncultured Methanosaeta sp.,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,2,6,1,0,0,0,0
Methanococcoides burtonii,29,15,18,17,26,80,6,6,40,19,18,8,17,17,19,10,34,77,18,34,0,15
Methanococcoides methylutens,26,16,3,22,34,101,9,7,63,16,34,2,13,5,13,19,33,77,9,40,4,19
Methanococcoides vulcani,5,3,4,8,6,33,6,0,24,4,19,5,6,4,6,2,5,27,9,11,1,3
Methanohalobium evestigatum,11,13,3,15,12,86,6,7,78,15,18,13,10,6,12,6,6,54,25,32,5,12
Methanohalophilus halophilus,4,4,0,11,10,21,1,5,17,7,7,1,10,8,10,0,6,11,8,15,0,7
Methanohalophilus mahii,11,7,0,10,14,27,7,7,18,8,2,3,6,7,11,10,12,20,19,16,18,8
Methanohalophilus portucalensis,8,7,2,5,17,28,3,9,25,4,8,2,16,11,5,8,22,21,11,8,3,9
Methanohalophilus sp. 2-GBenrich,4,1,0,0,2,3,1,1,4,0,4,0,2,0,0,0,3,4,3,2,2,0
Methanohalophilus sp. DAL1,0,3,1,1,2,4,0,0,1,2,0,1,4,0,1,2,4,9,2,6,2,4
Methanohalophilus sp. T328-1,5,1,0,5,0,10,0,0,4,2,4,1,4,1,5,0,4,3,0,5,0,2
Methanolobus profundi,21,17,17,21,27,62,6,10,46,36,35,12,16,15,40,21,53,68,38,60,8,22
Methanolobus psychrophilus,58,19,10,45,46,79,5,31,74,39,33,18,46,15,41,41,100,65,94,49,5,21
Methanolobus sp. T82-4,18,21,8,7,28,63,7,7,50,15,19,4,10,9,9,3,24,71,14,44,2,12
Methanolobus tindarius,22,14,9,20,42,49,7,10,60,40,19,10,20,9,26,24,33,60,36,44,6,15
Methanolobus vulcani,13,4,7,28,62,39,3,9,43,28,27,13,25,12,19,21,41,31,29,43,7,14
Methanomethylovorans hollandica,23,47,8,35,25,69,12,18,71,38,46,26,32,20,23,22,57,92,44,65,11,31
Methanosalsum zhilinae,29,17,12,26,43,65,13,22,73,23,19,25,14,22,15,31,91,45,16,28,8,15
Methanosarcina acetivorans,25,10,7,9,13,47,2,7,28,15,23,3,11,9,9,6,25,49,16,31,3,13
Methanosarcina barkeri,38,27,13,29,18,83,9,8,103,15,26,10,33,22,36,15,72,121,35,69,17,20
Methanosarcina flavescens,0,5,3,1,5,14,2,2,10,0,6,1,2,0,5,2,5,17,2,11,0,3
Methanosarcina horonobensis,17,11,13,23,8,48,4,8,56,20,59,10,17,4,15,15,29,64,10,54,8,11
Methanosarcina lacustris,8,11,10,16,7,38,11,7,44,7,11,6,10,8,12,6,15,32,2,25,9,11
Methanosarcina mazei,54,47,48,73,77,250,22,37,99,94,47,26,63,56,72,93,127,77,99,62,37,28
Methanosarcina siciliae,37,12,16,37,29,79,8,6,76,23,29,12,42,18,43,24,65,80,48,58,6,23
Methanosarcina soligelidi,3,0,2,0,4,25,0,1,3,0,3,0,1,0,1,0,5,2,0,2,1,1
Methanosarcina sp. 1.H.A.2.2,14,5,6,8,21,18,4,11,12,9,8,6,13,13,8,10,18,14,14,11,3,6
Methanosarcina sp. 1.H.T.1A.1,3,7,3,5,4,9,1,3,9,4,3,1,8,4,6,3,6,23,3,7,3,1
Methanosarcina sp. 2.H.A.1B.4,2,3,6,2,4,24,4,1,8,8,12,2,1,1,6,1,19,9,5,8,0,1
Methanosarcina sp. 2.H.T.1A.15,0,0,0,0,0,3,0,1,4,0,0,2,0,2,0,0,3,3,3,2,1,2
Methanosarcina sp. 2.H.T.1A.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Methanosarcina sp. 2.H.T.1A.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Methanosarcina sp. 795,0,0,0,1,1,0,3,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0
Methanosarcina sp. Ant1,10,19,12,17,32,46,4,9,32,33,26,8,21,12,21,22,40,72,25,36,4,18
Methanosarcina sp. Kolksee,6,7,1,6,11,10,0,5,13,8,4,0,6,0,5,4,2,11,13,8,3,3
