ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Pyrobaculum oguniense,0.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
Pyrobaculum sp. JCHS_4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Pyrobaculum sp. OCT_11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0
Pyrobaculum sp. WP30,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
Thermocladium modestius,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,5.0,0.0,2.0,0.0,3.0
Thermocladium sp. ECH_B,1.0,4.0,0.0,1.0,3.0,9.0,2.0,1.0,9.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,13.0,2.0,1.0,0.0,2.0
Thermoproteus sp. AZ2,0.0,3.0,0.0,0.0,0.0,7.0,1.0,1.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0
Thermoproteus sp. CIS_19,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Thermoproteus sp. CP80,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0
Thermoproteus sp. IC-061,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thermoproteus sp. IC-062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Thermoproteus sp. JCHS_4,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Thermoproteus tenax,6.0,2.0,4.0,2.0,8.0,9.0,0.0,1.0,17.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,12.0,5.0,8.0,0.0,4.0
Thermoproteus uzoniensis,0.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,7.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,4.0,10.0,1.0,4.0,1.0,1.0
Vulcanisaeta distributa,0.0,1.0,0.0,9.0,4.0,9.0,0.0,0.0,5.0,4.0,2.0,0.0,0.0,2.0,7.0,1.0,6.0,9.0,0.0,3.0,0.0,1.0
Vulcanisaeta moutnovskia,2.0,1.0,2.0,3.0,0.0,28.0,0.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,2.0,0.0
Vulcanisaeta sp. AZ3,0.0,1.0,4.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0
Vulcanisaeta sp. EB80,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Vulcanisaeta sp. JCHS_4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Vulcanisaeta sp. MG_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vulcanisaeta sp. OSP_8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vulcanisaeta thermophila,8.0,1.0,0.0,5.0,2.0,10.0,0.0,0.0,10.0,2.0,4.0,0.0,3.0,2.0,4.0,0.0,2.0,25.0,1.0,2.0,0.0,5.0
uncultured Vulcanisaeta sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Archaeoglobus fulgidus,2.0,20.0,2.0,8.0,12.0,61.0,2.0,0.0,41.0,7.0,14.0,4.0,12.0,3.0,1.0,2.0,8.0,52.0,3.0,20.0,2.0,8.0
Archaeoglobus profundus,2.0,2.0,2.0,3.0,13.0,37.0,2.0,2.0,27.0,7.0,18.0,0.0,12.0,0.0,2.0,2.0,11.0,35.0,1.0,8.0,1.0,4.0
Archaeoglobus sulfaticallidus,0.0,6.0,4.0,2.0,10.0,25.0,3.0,2.0,41.0,13.0,20.0,5.0,4.0,6.0,1.0,3.0,5.0,25.0,5.0,19.0,1.0,12.0
Archaeoglobus veneficus,4.0,4.0,1.0,3.0,4.0,40.0,1.0,1.0,46.0,4.0,8.0,5.0,7.0,2.0,4.0,1.0,8.0,44.0,3.0,22.0,1.0,5.0
Ferroglobus placidus,0.0,17.0,1.0,1.0,4.0,59.0,2.0,10.0,52.0,8.0,9.0,2.0,4.0,2.0,3.0,2.0,3.0,58.0,3.0,14.0,0.0,0.0
Geoglobus acetivorans,9.0,8.0,2.0,4.0,8.0,30.0,7.0,6.0,23.0,16.0,4.0,2.0,10.0,6.0,8.0,7.0,16.0,45.0,29.0,14.0,15.0,4.0
Geoglobus ahangari,7.0,7.0,0.0,4.0,9.0,17.0,4.0,3.0,24.0,8.0,6.0,0.0,6.0,4.0,4.0,2.0,9.0,41.0,3.0,10.0,7.0,1.0
Candidatus Thalassoarchaea marina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0
uncultured Candidatus Thalassoarchaea euryarchaeote,3.0,17.0,3.0,4.0,16.0,51.0,0.0,2.0,35.0,2.0,8.0,5.0,5.0,5.0,7.0,3.0,6.0,63.0,1.0,89.0,3.0,14.0
Hadesarchaea archaeon DG-33-1,0.0,4.0,3.0,2.0,4.0,36.0,2.0,0.0,33.0,2.0,0.0,0.0,5.0,0.0,7.0,3.0,1.0,44.0,0.0,9.0,0.0,1.0
Hadesarchaea archaeon DG-33,0.0,3.0,0.0,5.0,1.0,31.0,5.0,1.0,22.0,5.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0,32.0,0.0,11.0,4.0,3.0
Hadesarchaea archaeon YNP_45,2.0,6.0,0.0,3.0,7.0,40.0,3.0,6.0,43.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,9.0,63.0,3.0,13.0,0.0,6.0
Hadesarchaea archaeon YNP_N21,5.0,9.0,3.0,5.0,8.0,43.0,0.0,6.0,49.0,5.0,5.0,8.0,8.0,6.0,3.0,4.0,17.0,34.0,4.0,25.0,1.0,5.0
Halapricum salinum,3.0,9.0,0.0,4.0,3.0,14.0,2.0,4.0,27.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,6.0,53.0,6.0,13.0,2.0,4.0
Haloarcula amylolytica,0.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0
Haloarcula argentinensis,1.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,17.0,0.0,0.0,0.0,1.0
Haloarcula californiae,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Haloarcula hispanica,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haloarcula japonica,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,2.0,0.0,0.0
Haloarcula marismortui,4.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
Haloarcula rubripromontorii,0.0,6.0,1.0,0.0,6.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0
Haloarcula sinaiiensis,0.0,6.0,0.0,1.0,2.0,8.0,0.0,0.0,5.0,0.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,9.0,0.0,2.0
Haloarcula sp. CBA1127,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0
Haloarcula sp. K1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0
Haloarcula vallismortis,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,1.0
Halomicrobium katesii,1.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,3.0,9.0,0.0,2.0,0.0,2.0
Halomicrobium mukohataei,1.0,2.0,0.0,5.0,1.0,5.0,0.0,0.0,6.0,1.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,3.0
Halomicrobium zhouii,9.0,11.0,3.0,4.0,2.0,40.0,1.0,3.0,18.0,5.0,9.0,1.0,7.0,2.0,4.0,3.0,3.0,52.0,6.0,16.0,0.0,5.0
Halorhabdus tiamatea,6.0,6.0,2.0,3.0,1.0,6.0,7.0,0.0,9.0,0.0,4.0,1.0,2.0,6.0,0.0,1.0,5.0,15.0,1.0,12.0,0.0,7.0
Halorhabdus utahensis,2.0,4.0,0.0,3.0,3.0,13.0,1.0,5.0,16.0,0.0,7.0,3.0,3.0,2.0,1.0,4.0,5.0,22.0,3.0,6.0,3.0,14.0
uncultured Halorhabdus sp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Halorientalis persicus,2.0,4.0,6.0,6.0,4.0,3.0,2.0,3.0,18.0,3.0,2.0,2.0,7.0,3.0,1.0,4.0,6.0,15.0,2.0,10.0,1.0,0.0
Halorientalis regularis,0.0,1.0,4.0,0.0,6.0,11.0,11.0,2.0,6.0,2.0,0.0,0.0,2.0,6.0,5.0,1.0,2.0,19.0,4.0,4.0,1.0,1.0
Halorientalis sp. IM1011,1.0,1.0,2.0,0.0,0.0,11.0,6.0,1.0,8.0,0.0,7.0,2.0,1.0,1.0,4.0,6.0,4.0,18.0,1.0,2.0,0.0,2.0
Halosimplex carlsbadense,3.0,8.0,1.0,4.0,2.0,20.0,6.0,2.0,20.0,1.0,8.0,1.0,4.0,7.0,10.0,4.0,7.0,60.0,6.0,12.0,3.0,12.0
Natronomonas moolapensis,1.0,3.0,3.0,2.0,0.0,18.0,2.0,1.0,11.0,3.0,7.0,2.0,1.0,0.0,3.0,4.0,8.0,19.0,6.0,6.0,0.0,4.0
Natronomonas pharaonis,3.0,3.0,0.0,6.0,3.0,10.0,1.0,1.0,7.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,19.0,2.0,8.0,1.0,3.0
Natronomonas sp. CBA1134,2.0,10.0,3.0,4.0,6.0,28.0,0.0,0.0,16.0,0.0,4.0,1.0,7.0,2.0,3.0,0.0,5.0,73.0,1.0,5.0,6.0,6.0
Haladaptatus cibarius,2.0,1.0,2.0,3.0,2.0,6.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,29.0,0.0,6.0,1.0,3.0
Haladaptatus litoreus,1.0,5.0,1.0,2.0,8.0,12.0,4.0,0.0,16.0,4.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,61.0,6.0,6.0,1.0,3.0
Haladaptatus paucihalophilus,1.0,7.0,0.0,2.0,3.0,11.0,3.0,1.0,14.0,1.0,4.0,6.0,3.0,0.0,2.0,0.0,2.0,32.0,1.0,0.0,0.0,2.0
Haladaptatus sp. R4,1.0,4.0,0.0,3.0,3.0,12.0,0.0,3.0,20.0,1.0,5.0,1.0,3.0,0.0,1.0,2.0,0.0,57.0,3.0,17.0,1.0,2.0
Haladaptatus sp. W1,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,6.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,0.0,46.0,0.0,4.0,0.0,2.0
Halalkalicoccus jeotgali,1.0,5.0,1.0,3.0,2.0,15.0,1.0,0.0,8.0,2.0,2.0,1.0,4.0,0.0,3.0,0.0,3.0,32.0,0.0,10.0,0.0,0.0
Halalkalicoccus paucihalophilus,2.0,6.0,4.0,3.0,6.0,12.0,3.0,2.0,10.0,0.0,7.0,5.0,1.0,0.0,1.0,2.0,2.0,42.0,5.0,9.0,1.0,4.0
Halarchaeum acidiphilum,4.0,9.0,7.0,4.0,2.0,8.0,5.0,1.0,12.0,2.0,5.0,2.0,2.0,0.0,1.0,3.0,2.0,23.0,4.0,5.0,2.0,2.0
Haloarchaeobius iranensis,7.0,3.0,5.0,1.0,8.0,17.0,4.0,0.0,17.0,4.0,2.0,3.0,4.0,3.0,5.0,0.0,7.0,32.0,2.0,12.0,1.0,2.0
Halobacterium hubeiense,0.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,5.0,19.0,2.0,9.0,0.0,1.0
Halobacterium jilantaiense,5.0,4.0,2.0,3.0,21.0,12.0,1.0,4.0,12.0,8.0,2.0,3.0,1.0,4.0,13.0,7.0,13.0,24.0,8.0,10.0,16.0,9.0
Halobacterium salinarum,1.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,11.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,23.0,1.0,3.0,0.0,1.0
Halobacterium sp. CBA1132,0.0,6.0,1.0,1.0,0.0,3.0,2.0,1.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,28.0,1.0,5.0,0.0,2.0
Halobacterium sp. DL1,1.0,10.0,1.0,1.0,1.0,13.0,3.0,1.0,29.0,1.0,14.0,0.0,2.0,3.0,2.0,1.0,3.0,35.0,3.0,9.0,0.0,1.0
Halodesulfurarchaeum formicicum,4.0,6.0,1.0,2.0,6.0,31.0,4.0,4.0,21.0,1.0,20.0,1.0,2.0,5.0,2.0,3.0,2.0,34.0,3.0,15.0,0.0,12.0
Halovenus aranensis,7.0,5.0,1.0,1.0,0.0,21.0,2.0,3.0,20.0,3.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,38.0,3.0,9.0,1.0,6.0
uncultured haloarchaeon FLAS10H9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
uncultured haloarchaeon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Halococcus agarilyticus,0.0,5.0,0.0,2.0,2.0,3.0,1.0,1.0,15.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,7.0,0.0,1.0
Halococcus hamelinensis,5.0,4.0,5.0,5.0,7.0,9.0,2.0,8.0,11.0,4.0,5.0,3.0,3.0,3.0,7.0,0.0,8.0,33.0,6.0,6.0,0.0,5.0
Halococcus morrhuae,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,3.0
Halococcus saccharolyticus,0.0,2.0,2.0,1.0,1.0,19.0,0.0,1.0,7.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,22.0,1.0,6.0,0.0,0.0
Halococcus salifodinae,0.0,0.0,1.0,0.0,0.0,11.0,0.0,3.0,18.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,22.0,1.0,8.0,0.0,3.0
Halococcus sediminicola,3.0,4.0,6.0,0.0,0.0,10.0,3.0,3.0,22.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,51.0,2.0,11.0,2.0,0.0
Halococcus thailandensis,8.0,3.0,4.0,5.0,3.0,5.0,0.0,9.0,6.0,8.0,6.0,1.0,3.0,2.0,12.0,0.0,10.0,18.0,18.0,14.0,2.0,11.0
Candidatus Halobonum tyrrellensis,2.0,5.0,1.0,5.0,2.0,16.0,2.0,2.0,13.0,0.0,3.0,0.0,5.0,0.0,2.0,6.0,6.0,53.0,4.0,12.0,2.0,4.0
Halanaeroarchaeum sulfurireducens,4.0,2.0,3.0,1.0,9.0,17.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,30.0,2.0,6.0,2.0,3.0
Halocalculus aciditolerans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
haloarchaeon 3A1_DGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
halophilic archaeon J07HB67,1.0,3.0,0.0,2.0,1.0,17.0,1.0,1.0,13.0,0.0,6.0,2.0,0.0,1.0,2.0,1.0,4.0,23.0,2.0,11.0,0.0,1.0
halophilic archaeon J07HX5,1.0,5.0,5.0,11.0,29.0,12.0,0.0,1.0,0.0,17.0,7.0,0.0,4.0,2.0,5.0,4.0,12.0,9.0,16.0,4.0,0.0,2.0
halophilic archaeon J07HX64,0.0,5.0,0.0,6.0,0.0,9.0,2.0,2.0,13.0,1.0,5.0,3.0,2.0,0.0,0.0,1.0,3.0,21.0,5.0,6.0,1.0,8.0
Halobellus clavatus,1.0,5.0,2.0,1.0,1.0,18.0,0.0,0.0,6.0,2.0,22.0,1.0,5.0,4.0,7.0,1.0,4.0,29.0,1.0,10.0,7.0,0.0
Halobellus limi,0.0,4.0,0.0,2.0,1.0,25.0,0.0,2.0,17.0,4.0,9.0,2.0,1.0,0.0,3.0,1.0,7.0,27.0,1.0,4.0,0.0,2.0
Halobellus ramosii,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halobellus rufus,3.0,2.0,2.0,9.0,3.0,6.0,0.0,6.0,12.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,32.0,9.0,9.0,1.0,2.0
Haloferax alexandrinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
Haloferax denitrificans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
Haloferax elongans,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,5.0,2.0,6.0,4.0,0.0,1.0,18.0,0.0,4.0,5.0,3.0
Haloferax gibbonsii,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,1.0,0.0
Haloferax larsenii,2.0,3.0,0.0,0.0,2.0,7.0,2.0,0.0,5.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,10.0,14.0,0.0,4.0,1.0,2.0
Haloferax lucentense,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
Haloferax massiliensis,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Haloferax mediterranei,6.0,1.0,2.0,1.0,7.0,22.0,2.0,1.0,17.0,1.0,4.0,0.0,2.0,3.0,1.0,1.0,2.0,20.0,0.0,6.0,0.0,0.0
Haloferax mucosum,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,11.0,4.0,9.0,4.0,4.0,0.0,1.0
Haloferax prahovense,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Haloferax sp. ATB1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,9.0,0.0,2.0,0.0,3.0
Haloferax sp. BAB2207,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Haloferax sp. Q22,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Haloferax sp. SB29,2.0,5.0,0.0,2.0,3.0,18.0,1.0,0.0,8.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,9.0,1.0,0.0
Haloferax sp. SB3,0.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0
Haloferax sulfurifontis,5.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,1.0,0.0,0.0
Haloferax volcanii,0.0,2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
uncultured Haloferax sp.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Halogeometricum borinquense,0.0,3.0,3.0,0.0,2.0,4.0,4.0,0.0,9.0,0.0,5.0,0.0,0.0,7.0,5.0,0.0,7.0,19.0,5.0,8.0,1.0,2.0
Halogeometricum limi,0.0,10.0,0.0,2.0,3.0,6.0,1.0,0.0,13.0,3.0,6.0,1.0,0.0,2.0,6.0,3.0,3.0,24.0,2.0,8.0,0.0,1.0
Halogeometricum pallidum,12.0,6.0,2.0,2.0,2.0,24.0,1.0,2.0,17.0,3.0,13.0,3.0,2.0,1.0,2.0,1.0,6.0,46.0,6.0,10.0,16.0,4.0
Halogeometricum rufum,1.0,5.0,0.0,1.0,4.0,11.0,2.0,8.0,4.0,4.0,0.0,15.0,2.0,1.0,5.0,1.0,4.0,26.0,6.0,8.0,0.0,4.0
Halogranum amylolyticum,1.0,4.0,1.0,3.0,1.0,18.0,7.0,7.0,17.0,2.0,4.0,5.0,1.0,1.0,2.0,1.0,6.0,34.0,4.0,11.0,2.0,6.0
Halogranum gelatinilyticum,4.0,4.0,1.0,3.0,3.0,16.0,2.0,0.0,16.0,1.0,6.0,2.0,3.0,0.0,1.0,2.0,0.0,27.0,0.0,7.0,2.0,0.0
Halogranum rubrum,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0
Halogranum salarium,1.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,21.0,1.0,3.0,0.0,5.0
Halopelagius inordinatus,1.0,6.0,6.0,1.0,1.0,7.0,2.0,0.0,7.0,0.0,8.0,2.0,1.0,0.0,2.0,1.0,6.0,30.0,0.0,3.0,3.0,2.0
Halopelagius longus,0.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,14.0,2.0,10.0,1.0,2.0,2.0,3.0,1.0,5.0,32.0,1.0,3.0,4.0,3.0
Haloplanus natans,5.0,11.0,1.0,9.0,12.0,16.0,2.0,1.0,8.0,4.0,31.0,2.0,3.0,6.0,9.0,2.0,11.0,41.0,16.0,24.0,2.0,3.0
Haloplanus vescus,2.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,24.0,4.0,11.0,2.0,2.0,3.0,2.0,3.0,5.0,23.0,1.0,4.0,1.0,2.0
Haloprofundus marisrubri,0.0,13.0,3.0,0.0,8.0,17.0,2.0,5.0,8.0,5.0,7.0,0.0,5.0,1.0,6.0,1.0,14.0,30.0,4.0,16.0,2.0,6.0
Haloquadratum sp. J07HQX50,0.0,0.0,2.0,0.0,4.0,13.0,0.0,5.0,9.0,2.0,9.0,1.0,3.0,2.0,1.0,3.0,1.0,13.0,1.0,6.0,0.0,1.0
Haloquadratum walsbyi,1.0,5.0,5.0,4.0,3.0,27.0,2.0,2.0,15.0,2.0,10.0,2.0,0.0,8.0,8.0,0.0,13.0,34.0,4.0,7.0,1.0,6.0
Halobaculum gomorrense,4.0,5.0,3.0,2.0,3.0,20.0,2.0,8.0,10.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,5.0,23.0,0.0,10.0,0.0,3.0
Halohasta litchfieldiae,3.0,9.0,2.0,9.0,1.0,15.0,4.0,2.0,21.0,8.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,22.0,2.0,14.0,3.0,4.0
Halolamina pelagica,5.0,4.0,6.0,1.0,3.0,34.0,1.0,5.0,23.0,3.0,6.0,5.0,6.0,4.0,5.0,2.0,6.0,51.0,7.0,17.0,1.0,5.0
Halolamina rubra,2.0,2.0,0.0,2.0,1.0,6.0,1.0,2.0,16.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,16.0,0.0,4.0,0.0,2.0
Halolamina sediminis,37.0,109.0,45.0,54.0,122.0,134.0,20.0,20.0,85.0,65.0,95.0,43.0,15.0,19.0,38.0,49.0,26.0,222.0,29.0,224.0,13.0,108.0
Halolamina sp. CBA1230,2.0,0.0,4.0,2.0,0.0,17.0,0.0,1.0,9.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,47.0,7.0,2.0,0.0,2.0
Halonotius sp. J07HN4,1.0,2.0,0.0,4.0,0.0,7.0,1.0,3.0,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,5.0,0.0,0.0
